항공사,편명,공항,상대공항,출발시간,도착시간,운항요일,시작일자,종료일자,기종,비고
KE,KE1907,KWJ,CJU,19:25,20:15,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1908,CJU,KWJ,18:05,18:50,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1909,KWJ,CJU,09:30,10:20,월수금일,2016-03-27,2016-10-29,B738,
KE,KE1917,KUV,CJU,15:20,16:10,월화수목토일,2016-03-27,2016-10-29,B738,
KE,KE1917,KUV,CJU,11:35,12:25,금,2016-03-27,2016-10-29,B738,
KE,KE1918,CJU,KUV,13:50,14:40,월화수목토일,2016-03-27,2016-10-29,B738,
KE,KE1918,CJU,KUV,10:05,10:55,금,2016-03-27,2016-10-29,B738,
KE,KE1931,RSU,CJU,15:00,15:50,월수토,2016-03-27,2016-10-29,B738,
KE,KE1931,RSU,CJU,09:10,10:00,금일,2016-03-27,2016-10-29,B738,
KE,KE1932,CJU,RSU,17:50,18:35,금,2016-03-27,2016-10-29,B738,
KE,KE1932,CJU,RSU,13:30,14:20,월수토,2016-03-27,2016-10-29,B738,
KE,KE1932,CJU,RSU,18:10,18:55,일,2016-03-27,2016-10-29,B738,
KE,KE1951,CJJ,CJU,08:30,09:30,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1952,CJU,CJJ,10:15,11:20,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1953,CJJ,CJU,11:55,12:55,화목토,2016-03-27,2016-10-29,B738,
KE,KE1953,CJJ,CJU,14:10,15:10,월수금일,2016-03-27,2016-10-29,B738,
KE,KE1954,CJU,CJJ,13:30,14:35,화목토,2016-03-27,2016-10-29,B738,
KE,KE1954,CJU,CJJ,12:30,13:35,월수금일,2016-03-27,2016-10-29,B738,
KE,KE1955,CJJ,CJU,15:10,16:10,화목토,2016-03-27,2016-10-29,B738,
KE,KE1956,CJU,CJJ,16:45,17:50,화목토,2016-03-27,2016-10-29,B738,
KE,KE1956,CJU,CJJ,15:30,16:35,월수금일,2016-03-27,2016-10-29,B738,
KE,KE1957,CJJ,CJU,18:45,19:45,화목토,2016-03-27,2016-10-29,B738,
KE,KE1957,CJJ,CJU,17:35,18:35,일,2016-03-27,2016-10-29,B738,
KE,KE1957,CJJ,CJU,17:30,18:30,월수금,2016-03-27,2016-10-29,B738,
KE,KE1958,CJU,CJJ,20:20,21:25,화목토,2016-03-27,2016-10-29,B738,
XE,XE351,YNY,PUS,08:30,09:30,금,2016-03-27,2016-04-30,E145,
XE,XE351,YNY,PUS,09:30,10:30,토,2016-03-27,2016-04-30,E145,
XE,XE351,YNY,PUS,09:30,10:30,토일,2016-05-01,2016-10-29,E145,
XE,XE351,YNY,PUS,09:30,10:30,일,2016-03-27,2016-04-30,E145,
XE,XE351,YNY,PUS,08:30,09:30,금,2016-05-01,2016-10-29,E145,
XE,XE352,PUS,YNY,11:10,12:10,토일,2016-03-31,2016-04-30,E145,
XE,XE352,PUS,YNY,10:10,11:10,금,2016-03-31,2016-04-30,E145,
XE,XE352,PUS,YNY,11:10,12:10,토일,2016-05-01,2016-10-29,E145,
XE,XE352,PUS,YNY,10:10,11:10,금,2016-05-01,2016-10-29,E145,
XE,XE353,YNY,PUS,17:10,18:10,화,2016-03-27,2016-04-30,E145,
XE,XE353,YNY,PUS,17:10,18:10,월화,2016-05-01,2016-10-29,E145,
XE,XE353,YNY,PUS,15:50,16:50,목,2016-03-27,2016-04-30,E145,
XE,XE353,YNY,PUS,17:00,18:00,토일,2016-05-01,2016-10-29,E145,
XE,XE353,YNY,PUS,17:00,18:00,일,2016-03-31,2016-04-30,E145,
XE,XE353,YNY,PUS,17:00,18:00,토,2016-03-27,2016-04-30,E145,
XE,XE353,YNY,PUS,15:50,16:50,금,2016-03-27,2016-03-30,E145,
XE,XE353,YNY,PUS,15:50,16:50,금,2016-04-01,2016-04-30,E145,
XE,XE353,YNY,PUS,17:10,18:10,월,2016-03-27,2016-04-30,E145,
XE,XE353,YNY,PUS,17:00,18:00,일,2016-03-27,2016-03-30,E145,
XE,XE353,YNY,PUS,17:00,18:00,일,2016-03-27,2016-03-30,E145,
XE,XE353,YNY,PUS,15:50,16:50,목금,2016-05-01,2016-10-29,E145,
XE,XE354,PUS,YNY,18:50,19:50,월화,2016-05-01,2016-10-29,E145,
XE,XE354,PUS,YNY,18:40,19:40,토일,2016-05-01,2016-10-29,E145,
XE,XE354,PUS,YNY,18:40,19:40,토일,2016-03-31,2016-04-30,E145,
XE,XE354,PUS,YNY,17:30,18:30,목금,2016-05-01,2016-10-29,E145,
XE,XE354,PUS,YNY,17:30,18:30,목금,2016-03-31,2016-04-30,E145,
XE,XE354,PUS,YNY,18:50,19:50,월화,2016-03-31,2016-04-30,E145,
XE,XE361,YNY,CJU,09:30,11:00,월화목,2016-05-10,2016-05-19,E145,
XE,XE361,YNY,CJU,11:50,13:15,금,2016-05-06,2016-05-20,E145,
XE,XE361,YNY,CJU,09:30,11:00,월,2016-05-09,2016-05-09,E145,
XE,XE362,CJU,YNY,12:05,13:35,월화목,2016-05-10,2016-05-19,E145,
XE,XE362,CJU,YNY,11:30,13:00,월,2016-05-09,2016-05-09,E145,
XE,XE362,CJU,YNY,13:55,15:25,금,2016-05-06,2016-05-20,E145,
TW,TW701,GMP,CJU,07:00,08:10,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW702,CJU,GMP,08:45,09:55,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW703,GMP,CJU,08:15,09:25,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW704,CJU,GMP,09:55,11:05,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW705,GMP,CJU,09:30,10:40,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW706,CJU,GMP,11:15,12:25,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW707,GMP,CJU,10:25,11:30,화목토,2016-03-27,2016-10-29,B738,
TW,TW708,CJU,GMP,12:10,13:20,화목토,2016-03-27,2016-10-29,B738,
TW,TW709,GMP,CJU,11:35,12:45,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW710,CJU,GMP,13:20,14:30,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW711,GMP,CJU,12:55,14:00,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW712,CJU,GMP,14:35,15:45,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW713,GMP,CJU,14:10,15:20,화목토,2016-03-27,2016-10-29,B738,
TW,TW714,CJU,GMP,15:50,17:00,화목토,2016-03-27,2016-10-29,B738,
TW,TW715,GMP,CJU,15:00,16:10,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW716,CJU,GMP,16:40,17:50,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW717,GMP,CJU,16:20,17:30,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW718,CJU,GMP,18:00,19:05,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW719,GMP,CJU,17:30,18:40,화목토,2016-03-27,2016-10-29,B738,
TW,TW720,CJU,GMP,19:10,20:20,화목토,2016-03-27,2016-10-29,B738,
TW,TW721,GMP,CJU,18:30,19:40,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW722,CJU,GMP,20:25,21:35,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW723,GMP,CJU,19:35,20:45,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW724,CJU,GMP,21:20,22:30,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW741,GMP,CJU,06:40,07:50,월화목토,2016-03-27,2016-10-29,B738,
TW,TW742,CJU,GMP,08:25,09:35,수,2016-03-27,2016-10-29,B738,
TW,TW743,GMP,CJU,11:15,12:25,수,2016-03-27,2016-10-29,B738,
TW,TW744,CJU,GMP,12:55,14:05,월수목금일,2016-03-27,2016-10-29,B738,
TW,TW744,CJU,GMP,11:40,12:50,화토,2016-03-27,2016-10-29,B738,
TW,TW745,GMP,CJU,13:25,14:35,화토,2016-03-27,2016-10-29,B738,
TW,TW745,GMP,CJU,14:35,15:45,월수목금일,2016-03-27,2016-10-29,B738,
TW,TW746,CJU,GMP,16:35,17:40,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW747,GMP,CJU,18:10,19:20,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW748,CJU,GMP,19:55,21:05,월수금일,2016-03-27,2016-10-29,B738,
TW,TW751,GMP,CJU,06:20,07:25,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW752,CJU,GMP,07:55,09:00,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW771,GMP,CJU,18:50,20:00,월수금일,2016-03-27,2016-10-29,B738,
TW,TW772,CJU,GMP,21:10,22:20,월수금일,2016-03-27,2016-10-29,B738,
TW,TW801,TAE,CJU,06:30,07:30,수,2016-03-27,2016-10-29,B738,
TW,TW802,CJU,TAE,08:00,09:00,수,2016-03-27,2016-10-29,B738,
TW,TW803,TAE,CJU,09:35,10:35,수,2016-03-27,2016-10-29,B738,
TW,TW804,CJU,TAE,11:55,12:55,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW805,TAE,CJU,13:25,14:25,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW806,CJU,TAE,14:55,15:55,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW807,TAE,CJU,17:40,18:40,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW808,CJU,TAE,19:10,20:10,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW810,CJU,TAE,08:25,09:25,월화목금토일,2016-03-27,2016-10-29,B738,
TW,TW811,TAE,CJU,10:05,11:05,월화목금토일,2016-03-27,2016-10-29,B738,
TW,TW813,TAE,CJU,08:55,09:55,월화목금토일,2016-03-27,2016-10-29,B738,
TW,TW902,CJU,KWJ,08:05,08:50,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW903,KWJ,CJU,09:20,10:05,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW904,CJU,KWJ,10:35,11:20,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW905,KWJ,CJU,11:50,12:35,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW906,CJU,KWJ,13:05,13:50,화목토일,2016-03-27,2016-10-29,B738,
TW,TW906,CJU,KWJ,15:05,15:50,월수금,2016-03-27,2016-10-29,B738,
TW,TW907,KWJ,CJU,16:30,17:15,월수금,2016-03-27,2016-10-29,B738,
TW,TW907,KWJ,CJU,14:30,15:15,화목토일,2016-03-27,2016-10-29,B738,
TW,TW931,MWX,CJU,06:50,07:35,월화수목금토일,2016-03-27,2016-10-29,B738,
TW,TW932,CJU,MWX,18:15,19:00,월화수목금토일,2016-03-27,2016-10-29,B738,
